timestamp,event_type,value
1745418784.8248603,tick,"{'v1': 2540, 'v2': 5080, 'v3': 7620}"
1745418784.824864,tick,"{'v1': 2541, 'v2': 5082, 'v3': 7623}"
1745418784.8248675,tick,"{'v1': 2542, 'v2': 5084, 'v3': 7626}"
1745418784.8248708,tick,"{'v1': 2543, 'v2': 5086, 'v3': 7629}"
1745418784.8248744,tick,"{'v1': 2544, 'v2': 5088, 'v3': 7632}"
1745418784.8248777,tick,"{'v1': 2545, 'v2': 5090, 'v3': 7635}"
1745418784.8248813,tick,"{'v1': 2546, 'v2': 5092, 'v3': 7638}"
1745418784.824885,tick,"{'v1': 2547, 'v2': 5094, 'v3': 7641}"
1745418784.8248885,tick,"{'v1': 2548, 'v2': 5096, 'v3': 7644}"
1745418784.8248918,tick,"{'v1': 2549, 'v2': 5098, 'v3': 7647}"
1745418784.8248951,tick,"{'v1': 2550, 'v2': 5100, 'v3': 7650}"
1745418784.8248987,tick,"{'v1': 2551, 'v2': 5102, 'v3': 7653}"
1745418784.8249023,tick,"{'v1': 2552, 'v2': 5104, 'v3': 7656}"
1745418784.8249059,tick,"{'v1': 2553, 'v2': 5106, 'v3': 7659}"
1745418784.8249092,tick,"{'v1': 2554, 'v2': 5108, 'v3': 7662}"
1745418784.8249128,tick,"{'v1': 2555, 'v2': 5110, 'v3': 7665}"
1745418784.8249164,tick,"{'v1': 2556, 'v2': 5112, 'v3': 7668}"
1745418784.8249197,tick,"{'v1': 2557, 'v2': 5114, 'v3': 7671}"
1745418784.8249233,tick,"{'v1': 2558, 'v2': 5116, 'v3': 7674}"
1745418784.824927,tick,"{'v1': 2559, 'v2': 5118, 'v3': 7677}"
1745418784.8249307,tick,"{'v1': 2560, 'v2': 5120, 'v3': 7680}"
1745418784.824934,tick,"{'v1': 2561, 'v2': 5122, 'v3': 7683}"
1745418784.8249376,tick,"{'v1': 2562, 'v2': 5124, 'v3': 7686}"
1745418784.8249407,tick,"{'v1': 2563, 'v2': 5126, 'v3': 7689}"
1745418784.8249445,tick,"{'v1': 2564, 'v2': 5128, 'v3': 7692}"
1745418784.824948,tick,"{'v1': 2565, 'v2': 5130, 'v3': 7695}"
1745418784.8249514,tick,"{'v1': 2566, 'v2': 5132, 'v3': 7698}"
1745418784.824955,tick,"{'v1': 2567, 'v2': 5134, 'v3': 7701}"
1745418784.8249583,tick,"{'v1': 2568, 'v2': 5136, 'v3': 7704}"
1745418784.824962,tick,"{'v1': 2569, 'v2': 5138, 'v3': 7707}"
1745418784.8249652,tick,"{'v1': 2570, 'v2': 5140, 'v3': 7710}"
1745418784.8249688,tick,"{'v1': 2571, 'v2': 5142, 'v3': 7713}"
1745418784.8249724,tick,"{'v1': 2572, 'v2': 5144, 'v3': 7716}"
1745418784.8249757,tick,"{'v1': 2573, 'v2': 5146, 'v3': 7719}"
1745418784.8249793,tick,"{'v1': 2574, 'v2': 5148, 'v3': 7722}"
1745418784.824983,tick,"{'v1': 2575, 'v2': 5150, 'v3': 7725}"
1745418784.8249865,tick,"{'v1': 2576, 'v2': 5152, 'v3': 7728}"
1745418784.8249898,tick,"{'v1': 2577, 'v2': 5154, 'v3': 7731}"
1745418784.8249934,tick,"{'v1': 2578, 'v2': 5156, 'v3': 7734}"
1745418784.8249967,tick,"{'v1': 2579, 'v2': 5158, 'v3': 7737}"
1745418784.8250003,tick,"{'v1': 2580, 'v2': 5160, 'v3': 7740}"
1745418784.8250036,tick,"{'v1': 2581, 'v2': 5162, 'v3': 7743}"
1745418784.8250072,tick,"{'v1': 2582, 'v2': 5164, 'v3': 7746}"
1745418784.8250105,tick,"{'v1': 2583, 'v2': 5166, 'v3': 7749}"
1745418784.825014,tick,"{'v1': 2584, 'v2': 5168, 'v3': 7752}"
1745418784.8250177,tick,"{'v1': 2585, 'v2': 5170, 'v3': 7755}"
1745418784.825021,tick,"{'v1': 2586, 'v2': 5172, 'v3': 7758}"
1745418784.8250246,tick,"{'v1': 2587, 'v2': 5174, 'v3': 7761}"
1745418784.825028,tick,"{'v1': 2588, 'v2': 5176, 'v3': 7764}"
1745418784.8250315,tick,"{'v1': 2589, 'v2': 5178, 'v3': 7767}"
1745418784.825035,tick,"{'v1': 2590, 'v2': 5180, 'v3': 7770}"
1745418784.8250384,tick,"{'v1': 2591, 'v2': 5182, 'v3': 7773}"
1745418784.825042,tick,"{'v1': 2592, 'v2': 5184, 'v3': 7776}"
1745418784.8250453,tick,"{'v1': 2593, 'v2': 5186, 'v3': 7779}"
1745418784.825049,tick,"{'v1': 2594, 'v2': 5188, 'v3': 7782}"
1745418784.8250523,tick,"{'v1': 2595, 'v2': 5190, 'v3': 7785}"
1745418784.8250558,tick,"{'v1': 2596, 'v2': 5192, 'v3': 7788}"
1745418784.8250592,tick,"{'v1': 2597, 'v2': 5194, 'v3': 7791}"
1745418784.8250628,tick,"{'v1': 2598, 'v2': 5196, 'v3': 7794}"
1745418784.8250663,tick,"{'v1': 2599, 'v2': 5198, 'v3': 7797}"
1745418784.8250697,tick,"{'v1': 2600, 'v2': 5200, 'v3': 7800}"
1745418784.8250732,tick,"{'v1': 2601, 'v2': 5202, 'v3': 7803}"
1745418784.8250768,tick,"{'v1': 2602, 'v2': 5204, 'v3': 7806}"
1745418784.8250802,tick,"{'v1': 2603, 'v2': 5206, 'v3': 7809}"
1745418784.8250837,tick,"{'v1': 2604, 'v2': 5208, 'v3': 7812}"
1745418784.825087,tick,"{'v1': 2605, 'v2': 5210, 'v3': 7815}"
1745418784.8250906,tick,"{'v1': 2606, 'v2': 5212, 'v3': 7818}"
1745418784.825094,tick,"{'v1': 2607, 'v2': 5214, 'v3': 7821}"
1745418784.8250976,tick,"{'v1': 2608, 'v2': 5216, 'v3': 7824}"
1745418784.825101,tick,"{'v1': 2609, 'v2': 5218, 'v3': 7827}"
1745418784.8251045,tick,"{'v1': 2610, 'v2': 5220, 'v3': 7830}"
1745418784.825112,tick,"{'v1': 2611, 'v2': 5222, 'v3': 7833}"
1745418784.825116,tick,"{'v1': 2612, 'v2': 5224, 'v3': 7836}"
1745418784.8251195,tick,"{'v1': 2613, 'v2': 5226, 'v3': 7839}"
1745418784.825123,tick,"{'v1': 2614, 'v2': 5228, 'v3': 7842}"
1745418784.8251264,tick,"{'v1': 2615, 'v2': 5230, 'v3': 7845}"
1745418784.82513,tick,"{'v1': 2616, 'v2': 5232, 'v3': 7848}"
1745418784.8251336,tick,"{'v1': 2617, 'v2': 5234, 'v3': 7851}"
1745418784.8251371,tick,"{'v1': 2618, 'v2': 5236, 'v3': 7854}"
1745418784.8251405,tick,"{'v1': 2619, 'v2': 5238, 'v3': 7857}"
1745418784.825144,tick,"{'v1': 2620, 'v2': 5240, 'v3': 7860}"
1745418784.8251474,tick,"{'v1': 2621, 'v2': 5242, 'v3': 7863}"
1745418784.825151,tick,"{'v1': 2622, 'v2': 5244, 'v3': 7866}"
1745418784.8251543,tick,"{'v1': 2623, 'v2': 5246, 'v3': 7869}"
1745418784.8251579,tick,"{'v1': 2624, 'v2': 5248, 'v3': 7872}"
1745418784.8251615,tick,"{'v1': 2625, 'v2': 5250, 'v3': 7875}"
1745418784.825165,tick,"{'v1': 2626, 'v2': 5252, 'v3': 7878}"
1745418784.8251684,tick,"{'v1': 2627, 'v2': 5254, 'v3': 7881}"
1745418784.825172,tick,"{'v1': 2628, 'v2': 5256, 'v3': 7884}"
1745418784.8251753,tick,"{'v1': 2629, 'v2': 5258, 'v3': 7887}"
1745418784.8251789,tick,"{'v1': 2630, 'v2': 5260, 'v3': 7890}"
1745418784.8251822,tick,"{'v1': 2631, 'v2': 5262, 'v3': 7893}"
1745418784.8251858,tick,"{'v1': 2632, 'v2': 5264, 'v3': 7896}"
1745418784.8251894,tick,"{'v1': 2633, 'v2': 5266, 'v3': 7899}"
1745418784.8251927,tick,"{'v1': 2634, 'v2': 5268, 'v3': 7902}"
1745418784.8251963,tick,"{'v1': 2635, 'v2': 5270, 'v3': 7905}"
1745418784.8251998,tick,"{'v1': 2636, 'v2': 5272, 'v3': 7908}"
1745418784.8252032,tick,"{'v1': 2637, 'v2': 5274, 'v3': 7911}"
1745418784.8252068,tick,"{'v1': 2638, 'v2': 5276, 'v3': 7914}"
1745418784.82521,tick,"{'v1': 2639, 'v2': 5278, 'v3': 7917}"
1745418784.8252137,tick,"{'v1': 2640, 'v2': 5280, 'v3': 7920}"
1745418784.825217,tick,"{'v1': 2641, 'v2': 5282, 'v3': 7923}"
1745418784.8252206,tick,"{'v1': 2642, 'v2': 5284, 'v3': 7926}"
1745418784.8252242,tick,"{'v1': 2643, 'v2': 5286, 'v3': 7929}"
1745418784.8252275,tick,"{'v1': 2644, 'v2': 5288, 'v3': 7932}"
1745418784.825231,tick,"{'v1': 2645, 'v2': 5290, 'v3': 7935}"
1745418784.8252344,tick,"{'v1': 2646, 'v2': 5292, 'v3': 7938}"
1745418784.825238,tick,"{'v1': 2647, 'v2': 5294, 'v3': 7941}"
1745418784.8252413,tick,"{'v1': 2648, 'v2': 5296, 'v3': 7944}"
1745418784.825245,tick,"{'v1': 2649, 'v2': 5298, 'v3': 7947}"
1745418784.8252485,tick,"{'v1': 2650, 'v2': 5300, 'v3': 7950}"
1745418784.8252518,tick,"{'v1': 2651, 'v2': 5302, 'v3': 7953}"
1745418784.8252554,tick,"{'v1': 2652, 'v2': 5304, 'v3': 7956}"
1745418784.825259,tick,"{'v1': 2653, 'v2': 5306, 'v3': 7959}"
1745418784.8252623,tick,"{'v1': 2654, 'v2': 5308, 'v3': 7962}"
1745418784.825266,tick,"{'v1': 2655, 'v2': 5310, 'v3': 7965}"
1745418784.8252695,tick,"{'v1': 2656, 'v2': 5312, 'v3': 7968}"
1745418784.8252728,tick,"{'v1': 2657, 'v2': 5314, 'v3': 7971}"
1745418784.8252764,tick,"{'v1': 2658, 'v2': 5316, 'v3': 7974}"
1745418784.8252797,tick,"{'v1': 2659, 'v2': 5318, 'v3': 7977}"
1745418784.8252833,tick,"{'v1': 2660, 'v2': 5320, 'v3': 7980}"
1745418784.8252869,tick,"{'v1': 2661, 'v2': 5322, 'v3': 7983}"
1745418784.8252902,tick,"{'v1': 2662, 'v2': 5324, 'v3': 7986}"
1745418784.8252938,tick,"{'v1': 2663, 'v2': 5326, 'v3': 7989}"
1745418784.8252974,tick,"{'v1': 2664, 'v2': 5328, 'v3': 7992}"
1745418784.8253007,tick,"{'v1': 2665, 'v2': 5330, 'v3': 7995}"
1745418784.8253043,tick,"{'v1': 2666, 'v2': 5332, 'v3': 7998}"
1745418784.8253076,tick,"{'v1': 2667, 'v2': 5334, 'v3': 8001}"
1745418784.8253112,tick,"{'v1': 2668, 'v2': 5336, 'v3': 8004}"
1745418784.8253148,tick,"{'v1': 2669, 'v2': 5338, 'v3': 8007}"
1745418784.825318,tick,"{'v1': 2670, 'v2': 5340, 'v3': 8010}"
1745418784.8253217,tick,"{'v1': 2671, 'v2': 5342, 'v3': 8013}"
1745418784.825325,tick,"{'v1': 2672, 'v2': 5344, 'v3': 8016}"
1745418784.8253286,tick,"{'v1': 2673, 'v2': 5346, 'v3': 8019}"
1745418784.8253322,tick,"{'v1': 2674, 'v2': 5348, 'v3': 8022}"
1745418784.8253355,tick,"{'v1': 2675, 'v2': 5350, 'v3': 8025}"
1745418784.825339,tick,"{'v1': 2676, 'v2': 5352, 'v3': 8028}"
1745418784.8253427,tick,"{'v1': 2677, 'v2': 5354, 'v3': 8031}"
1745418784.825346,tick,"{'v1': 2678, 'v2': 5356, 'v3': 8034}"
1745418784.8253493,tick,"{'v1': 2679, 'v2': 5358, 'v3': 8037}"
1745418784.825353,tick,"{'v1': 2680, 'v2': 5360, 'v3': 8040}"
1745418784.8253562,tick,"{'v1': 2681, 'v2': 5362, 'v3': 8043}"
1745418784.8253598,tick,"{'v1': 2682, 'v2': 5364, 'v3': 8046}"
1745418784.8253634,tick,"{'v1': 2683, 'v2': 5366, 'v3': 8049}"
1745418784.8253667,tick,"{'v1': 2684, 'v2': 5368, 'v3': 8052}"
1745418784.8253703,tick,"{'v1': 2685, 'v2': 5370, 'v3': 8055}"
1745418784.825374,tick,"{'v1': 2686, 'v2': 5372, 'v3': 8058}"
1745418784.8253772,tick,"{'v1': 2687, 'v2': 5374, 'v3': 8061}"
1745418784.8253808,tick,"{'v1': 2688, 'v2': 5376, 'v3': 8064}"
1745418784.8253844,tick,"{'v1': 2689, 'v2': 5378, 'v3': 8067}"
1745418784.825388,tick,"{'v1': 2690, 'v2': 5380, 'v3': 8070}"
1745418784.8253913,tick,"{'v1': 2691, 'v2': 5382, 'v3': 8073}"
1745418784.8253949,tick,"{'v1': 2692, 'v2': 5384, 'v3': 8076}"
1745418784.8253982,tick,"{'v1': 2693, 'v2': 5386, 'v3': 8079}"
1745418784.8254018,tick,"{'v1': 2694, 'v2': 5388, 'v3': 8082}"
1745418784.8254054,tick,"{'v1': 2695, 'v2': 5390, 'v3': 8085}"
1745418784.8254087,tick,"{'v1': 2696, 'v2': 5392, 'v3': 8088}"
1745418784.8254123,tick,"{'v1': 2697, 'v2': 5394, 'v3': 8091}"
1745418784.8254156,tick,"{'v1': 2698, 'v2': 5396, 'v3': 8094}"
1745418784.8254192,tick,"{'v1': 2699, 'v2': 5398, 'v3': 8097}"
1745418784.8254225,tick,"{'v1': 2700, 'v2': 5400, 'v3': 8100}"
1745418784.825426,tick,"{'v1': 2701, 'v2': 5402, 'v3': 8103}"
1745418784.8254294,tick,"{'v1': 2702, 'v2': 5404, 'v3': 8106}"
1745418784.825433,tick,"{'v1': 2703, 'v2': 5406, 'v3': 8109}"
1745418784.8254366,tick,"{'v1': 2704, 'v2': 5408, 'v3': 8112}"
1745418784.82544,tick,"{'v1': 2705, 'v2': 5410, 'v3': 8115}"
1745418784.8254435,tick,"{'v1': 2706, 'v2': 5412, 'v3': 8118}"
1745418784.825447,tick,"{'v1': 2707, 'v2': 5414, 'v3': 8121}"
1745418784.8254504,tick,"{'v1': 2708, 'v2': 5416, 'v3': 8124}"
1745418784.825454,tick,"{'v1': 2709, 'v2': 5418, 'v3': 8127}"
1745418784.8254573,tick,"{'v1': 2710, 'v2': 5420, 'v3': 8130}"
1745418784.825461,tick,"{'v1': 2711, 'v2': 5422, 'v3': 8133}"
1745418784.8254642,tick,"{'v1': 2712, 'v2': 5424, 'v3': 8136}"
1745418784.8254678,tick,"{'v1': 2713, 'v2': 5426, 'v3': 8139}"
1745418784.8254714,tick,"{'v1': 2714, 'v2': 5428, 'v3': 8142}"
1745418784.8254747,tick,"{'v1': 2715, 'v2': 5430, 'v3': 8145}"
1745418784.825478,tick,"{'v1': 2716, 'v2': 5432, 'v3': 8148}"
1745418784.8254817,tick,"{'v1': 2717, 'v2': 5434, 'v3': 8151}"
1745418784.8254852,tick,"{'v1': 2718, 'v2': 5436, 'v3': 8154}"
1745418784.8254886,tick,"{'v1': 2719, 'v2': 5438, 'v3': 8157}"
1745418784.8254924,tick,"{'v1': 2720, 'v2': 5440, 'v3': 8160}"
1745418784.8254957,tick,"{'v1': 2721, 'v2': 5442, 'v3': 8163}"
1745418784.8254993,tick,"{'v1': 2722, 'v2': 5444, 'v3': 8166}"
1745418784.8255026,tick,"{'v1': 2723, 'v2': 5446, 'v3': 8169}"
1745418784.8255062,tick,"{'v1': 2724, 'v2': 5448, 'v3': 8172}"
1745418784.8255095,tick,"{'v1': 2725, 'v2': 5450, 'v3': 8175}"
1745418784.8255131,tick,"{'v1': 2726, 'v2': 5452, 'v3': 8178}"
1745418784.8255167,tick,"{'v1': 2727, 'v2': 5454, 'v3': 8181}"
1745418784.82552,tick,"{'v1': 2728, 'v2': 5456, 'v3': 8184}"
1745418784.8255236,tick,"{'v1': 2729, 'v2': 5458, 'v3': 8187}"
1745418784.8255272,tick,"{'v1': 2730, 'v2': 5460, 'v3': 8190}"
1745418784.8255305,tick,"{'v1': 2731, 'v2': 5462, 'v3': 8193}"
1745418784.825534,tick,"{'v1': 2732, 'v2': 5464, 'v3': 8196}"
1745418784.8255377,tick,"{'v1': 2733, 'v2': 5466, 'v3': 8199}"
1745418784.825541,tick,"{'v1': 2734, 'v2': 5468, 'v3': 8202}"
1745418784.8255446,tick,"{'v1': 2735, 'v2': 5470, 'v3': 8205}"
1745418784.8255482,tick,"{'v1': 2736, 'v2': 5472, 'v3': 8208}"
1745418784.8255515,tick,"{'v1': 2737, 'v2': 5474, 'v3': 8211}"
1745418784.825555,tick,"{'v1': 2738, 'v2': 5476, 'v3': 8214}"
1745418784.8255584,tick,"{'v1': 2739, 'v2': 5478, 'v3': 8217}"
1745418784.8255663,tick,"{'v1': 2740, 'v2': 5480, 'v3': 8220}"
1745418784.8255703,tick,"{'v1': 2741, 'v2': 5482, 'v3': 8223}"
1745418784.825574,tick,"{'v1': 2742, 'v2': 5484, 'v3': 8226}"
1745418784.8255773,tick,"{'v1': 2743, 'v2': 5486, 'v3': 8229}"
1745418784.8255808,tick,"{'v1': 2744, 'v2': 5488, 'v3': 8232}"
1745418784.8255844,tick,"{'v1': 2745, 'v2': 5490, 'v3': 8235}"
1745418784.8255877,tick,"{'v1': 2746, 'v2': 5492, 'v3': 8238}"
1745418784.8255913,tick,"{'v1': 2747, 'v2': 5494, 'v3': 8241}"
1745418784.825595,tick,"{'v1': 2748, 'v2': 5496, 'v3': 8244}"
1745418784.8255982,tick,"{'v1': 2749, 'v2': 5498, 'v3': 8247}"
1745418784.8256016,tick,"{'v1': 2750, 'v2': 5500, 'v3': 8250}"
1745418784.8256052,tick,"{'v1': 2751, 'v2': 5502, 'v3': 8253}"
1745418784.8256087,tick,"{'v1': 2752, 'v2': 5504, 'v3': 8256}"
1745418784.8256123,tick,"{'v1': 2753, 'v2': 5506, 'v3': 8259}"
1745418784.8256156,tick,"{'v1': 2754, 'v2': 5508, 'v3': 8262}"
1745418784.8256192,tick,"{'v1': 2755, 'v2': 5510, 'v3': 8265}"
1745418784.8256226,tick,"{'v1': 2756, 'v2': 5512, 'v3': 8268}"
1745418784.8256261,tick,"{'v1': 2757, 'v2': 5514, 'v3': 8271}"
1745418784.8256297,tick,"{'v1': 2758, 'v2': 5516, 'v3': 8274}"
1745418784.825633,tick,"{'v1': 2759, 'v2': 5518, 'v3': 8277}"
1745418784.8256366,tick,"{'v1': 2760, 'v2': 5520, 'v3': 8280}"
1745418784.82564,tick,"{'v1': 2761, 'v2': 5522, 'v3': 8283}"
1745418784.8256435,tick,"{'v1': 2762, 'v2': 5524, 'v3': 8286}"
1745418784.8256469,tick,"{'v1': 2763, 'v2': 5526, 'v3': 8289}"
1745418784.8256505,tick,"{'v1': 2764, 'v2': 5528, 'v3': 8292}"
1745418784.825654,tick,"{'v1': 2765, 'v2': 5530, 'v3': 8295}"
1745418784.8256576,tick,"{'v1': 2766, 'v2': 5532, 'v3': 8298}"
1745418784.825661,tick,"{'v1': 2767, 'v2': 5534, 'v3': 8301}"
1745418784.8256645,tick,"{'v1': 2768, 'v2': 5536, 'v3': 8304}"
1745418784.8256679,tick,"{'v1': 2769, 'v2': 5538, 'v3': 8307}"
1745418784.8256729,tick,"{'v1': 2770, 'v2': 5540, 'v3': 8310}"
1745418784.8256788,tick,"{'v1': 2771, 'v2': 5542, 'v3': 8313}"
1745418784.825684,tick,"{'v1': 2772, 'v2': 5544, 'v3': 8316}"
1745418784.8256886,tick,"{'v1': 2773, 'v2': 5546, 'v3': 8319}"
1745418784.8256931,tick,"{'v1': 2774, 'v2': 5548, 'v3': 8322}"
1745418784.8256989,tick,"{'v1': 2775, 'v2': 5550, 'v3': 8325}"
1745418784.8257039,tick,"{'v1': 2776, 'v2': 5552, 'v3': 8328}"
1745418784.8257096,tick,"{'v1': 2777, 'v2': 5554, 'v3': 8331}"
1745418784.8257153,tick,"{'v1': 2778, 'v2': 5556, 'v3': 8334}"
1745418784.82572,tick,"{'v1': 2779, 'v2': 5558, 'v3': 8337}"
1745418784.8257236,tick,"{'v1': 2780, 'v2': 5560, 'v3': 8340}"
1745418784.8257272,tick,"{'v1': 2781, 'v2': 5562, 'v3': 8343}"
1745418784.8257306,tick,"{'v1': 2782, 'v2': 5564, 'v3': 8346}"
1745418784.8257341,tick,"{'v1': 2783, 'v2': 5566, 'v3': 8349}"
1745418784.8257377,tick,"{'v1': 2784, 'v2': 5568, 'v3': 8352}"
1745418784.8257413,tick,"{'v1': 2785, 'v2': 5570, 'v3': 8355}"
1745418784.8257449,tick,"{'v1': 2786, 'v2': 5572, 'v3': 8358}"
1745418784.8257482,tick,"{'v1': 2787, 'v2': 5574, 'v3': 8361}"
1745418784.8257518,tick,"{'v1': 2788, 'v2': 5576, 'v3': 8364}"
1745418784.8257554,tick,"{'v1': 2789, 'v2': 5578, 'v3': 8367}"
1745418784.825759,tick,"{'v1': 2790, 'v2': 5580, 'v3': 8370}"
1745418784.8257625,tick,"{'v1': 2791, 'v2': 5582, 'v3': 8373}"
1745418784.825766,tick,"{'v1': 2792, 'v2': 5584, 'v3': 8376}"
1745418784.8257694,tick,"{'v1': 2793, 'v2': 5586, 'v3': 8379}"
1745418784.825773,tick,"{'v1': 2794, 'v2': 5588, 'v3': 8382}"
1745418784.8257763,tick,"{'v1': 2795, 'v2': 5590, 'v3': 8385}"
1745418784.82578,tick,"{'v1': 2796, 'v2': 5592, 'v3': 8388}"
1745418784.8257835,tick,"{'v1': 2797, 'v2': 5594, 'v3': 8391}"
1745418784.8257868,tick,"{'v1': 2798, 'v2': 5596, 'v3': 8394}"
1745418784.8257904,tick,"{'v1': 2799, 'v2': 5598, 'v3': 8397}"
1745418784.825794,tick,"{'v1': 2800, 'v2': 5600, 'v3': 8400}"
1745418784.8257976,tick,"{'v1': 2801, 'v2': 5602, 'v3': 8403}"
1745418784.825801,tick,"{'v1': 2802, 'v2': 5604, 'v3': 8406}"
1745418784.8258045,tick,"{'v1': 2803, 'v2': 5606, 'v3': 8409}"
1745418784.825808,tick,"{'v1': 2804, 'v2': 5608, 'v3': 8412}"
1745418784.8258116,tick,"{'v1': 2805, 'v2': 5610, 'v3': 8415}"
1745418784.825815,tick,"{'v1': 2806, 'v2': 5612, 'v3': 8418}"
1745418784.8258185,tick,"{'v1': 2807, 'v2': 5614, 'v3': 8421}"
1745418784.825822,tick,"{'v1': 2808, 'v2': 5616, 'v3': 8424}"
1745418784.8258255,tick,"{'v1': 2809, 'v2': 5618, 'v3': 8427}"
1745418784.825829,tick,"{'v1': 2810, 'v2': 5620, 'v3': 8430}"
1745418784.8258324,tick,"{'v1': 2811, 'v2': 5622, 'v3': 8433}"
1745418784.825836,tick,"{'v1': 2812, 'v2': 5624, 'v3': 8436}"
1745418784.8258395,tick,"{'v1': 2813, 'v2': 5626, 'v3': 8439}"
1745418784.8258429,tick,"{'v1': 2814, 'v2': 5628, 'v3': 8442}"
1745418784.8258464,tick,"{'v1': 2815, 'v2': 5630, 'v3': 8445}"
1745418784.82585,tick,"{'v1': 2816, 'v2': 5632, 'v3': 8448}"
1745418784.825854,tick,"{'v1': 2817, 'v2': 5634, 'v3': 8451}"
1745418784.8258572,tick,"{'v1': 2818, 'v2': 5636, 'v3': 8454}"
1745418784.825861,tick,"{'v1': 2819, 'v2': 5638, 'v3': 8457}"
1745418784.825864,tick,"{'v1': 2820, 'v2': 5640, 'v3': 8460}"
1745418784.825868,tick,"{'v1': 2821, 'v2': 5642, 'v3': 8463}"
1745418784.825871,tick,"{'v1': 2822, 'v2': 5644, 'v3': 8466}"
1745418784.8258748,tick,"{'v1': 2823, 'v2': 5646, 'v3': 8469}"
1745418784.8258784,tick,"{'v1': 2824, 'v2': 5648, 'v3': 8472}"
1745418784.8258815,tick,"{'v1': 2825, 'v2': 5650, 'v3': 8475}"
1745418784.8258853,tick,"{'v1': 2826, 'v2': 5652, 'v3': 8478}"
1745418784.8258889,tick,"{'v1': 2827, 'v2': 5654, 'v3': 8481}"
1745418784.8258982,tick,"{'v1': 2828, 'v2': 5656, 'v3': 8484}"
1745418784.8259027,tick,"{'v1': 2829, 'v2': 5658, 'v3': 8487}"
1745418784.8259063,tick,"{'v1': 2830, 'v2': 5660, 'v3': 8490}"
1745418784.8259096,tick,"{'v1': 2831, 'v2': 5662, 'v3': 8493}"
1745418784.8259132,tick,"{'v1': 2832, 'v2': 5664, 'v3': 8496}"
1745418784.825917,tick,"{'v1': 2833, 'v2': 5666, 'v3': 8499}"
1745418784.8259206,tick,"{'v1': 2834, 'v2': 5668, 'v3': 8502}"
1745418784.825924,tick,"{'v1': 2835, 'v2': 5670, 'v3': 8505}"
1745418784.8259275,tick,"{'v1': 2836, 'v2': 5672, 'v3': 8508}"
1745418784.8259308,tick,"{'v1': 2837, 'v2': 5674, 'v3': 8511}"
1745418784.8259344,tick,"{'v1': 2838, 'v2': 5676, 'v3': 8514}"
1745418784.825938,tick,"{'v1': 2839, 'v2': 5678, 'v3': 8517}"
1745418784.8259413,tick,"{'v1': 2840, 'v2': 5680, 'v3': 8520}"
1745418784.825945,tick,"{'v1': 2841, 'v2': 5682, 'v3': 8523}"
1745418784.8259485,tick,"{'v1': 2842, 'v2': 5684, 'v3': 8526}"
1745418784.825952,tick,"{'v1': 2843, 'v2': 5686, 'v3': 8529}"
1745418784.8259554,tick,"{'v1': 2844, 'v2': 5688, 'v3': 8532}"
1745418784.825959,tick,"{'v1': 2845, 'v2': 5690, 'v3': 8535}"
1745418784.8259625,tick,"{'v1': 2846, 'v2': 5692, 'v3': 8538}"
1745418784.825966,tick,"{'v1': 2847, 'v2': 5694, 'v3': 8541}"
1745418784.8259695,tick,"{'v1': 2848, 'v2': 5696, 'v3': 8544}"
1745418784.825973,tick,"{'v1': 2849, 'v2': 5698, 'v3': 8547}"
1745418784.8259764,tick,"{'v1': 2850, 'v2': 5700, 'v3': 8550}"
1745418784.82598,tick,"{'v1': 2851, 'v2': 5702, 'v3': 8553}"
1745418784.8259835,tick,"{'v1': 2852, 'v2': 5704, 'v3': 8556}"
1745418784.8259869,tick,"{'v1': 2853, 'v2': 5706, 'v3': 8559}"
1745418784.8259904,tick,"{'v1': 2854, 'v2': 5708, 'v3': 8562}"
1745418784.825994,tick,"{'v1': 2855, 'v2': 5710, 'v3': 8565}"
1745418784.8259976,tick,"{'v1': 2856, 'v2': 5712, 'v3': 8568}"
1745418784.826001,tick,"{'v1': 2857, 'v2': 5714, 'v3': 8571}"
1745418784.8260045,tick,"{'v1': 2858, 'v2': 5716, 'v3': 8574}"
1745418784.826008,tick,"{'v1': 2859, 'v2': 5718, 'v3': 8577}"
1745418784.8260114,tick,"{'v1': 2860, 'v2': 5720, 'v3': 8580}"
1745418784.826015,tick,"{'v1': 2861, 'v2': 5722, 'v3': 8583}"
1745418784.8260186,tick,"{'v1': 2862, 'v2': 5724, 'v3': 8586}"
1745418784.8260221,tick,"{'v1': 2863, 'v2': 5726, 'v3': 8589}"
1745418784.8260255,tick,"{'v1': 2864, 'v2': 5728, 'v3': 8592}"
1745418784.826029,tick,"{'v1': 2865, 'v2': 5730, 'v3': 8595}"
1745418784.8260326,tick,"{'v1': 2866, 'v2': 5732, 'v3': 8598}"
1745418784.826036,tick,"{'v1': 2867, 'v2': 5734, 'v3': 8601}"
1745418784.8260396,tick,"{'v1': 2868, 'v2': 5736, 'v3': 8604}"
1745418784.826049,tick,"{'v1': 2869, 'v2': 5738, 'v3': 8607}"
1745418784.8260531,tick,"{'v1': 2870, 'v2': 5740, 'v3': 8610}"
1745418784.8260567,tick,"{'v1': 2871, 'v2': 5742, 'v3': 8613}"
1745418784.8260603,tick,"{'v1': 2872, 'v2': 5744, 'v3': 8616}"
1745418784.8260639,tick,"{'v1': 2873, 'v2': 5746, 'v3': 8619}"
1745418784.8260674,tick,"{'v1': 2874, 'v2': 5748, 'v3': 8622}"
